date,interval_index,interval_start,interval_end,price_yuan_per_kwh,actual_net_load_kwh,forecast_center_kwh,forecast_risk_kwh,original_plan_kwh,accepted_plan_kwh,used_plan_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtail_kwh,storage_kwh
2025-02-01,1,00:00,00:10,0.4248,422.0303667,483.0945757343276,522.0551489134834,1356.4520170991182,1356.4520170991182,1255.3637000333333,0.0,833.3333333333333,0.0,0.0,6750.0
2025-02-01,2,00:10,00:20,0.4245,415.4073167,486.2749453640487,520.4987095190486,1369.452345297382,1369.452345297382,1248.7406500333332,0.0,833.3333333333333,0.0,0.0,7500.0
2025-02-01,3,00:20,00:30,0.4269,410.7166667,495.7871394596309,525.5774210804616,1340.298806192964,1340.298806192964,1244.0500000333332,0.0,833.3333333333333,0.0,0.0,8250.0
2025-02-01,4,00:30,00:40,0.4272,430.2948,488.7181493834863,522.6992679154331,1336.3221275568128,1336.3221275568128,1263.6281333333332,0.0,833.3333333333333,0.0,0.0,9000.0
2025-02-01,5,00:40,00:50,0.4271,424.4105833,499.01269715385075,524.7649000075329,1357.2170842635787,1357.2170842635787,1257.7439166333334,0.0,833.3333333333333,0.0,0.0,9750.0
2025-02-01,6,00:50,01:00,0.4285,406.0516667,506.27483662134216,553.1253564431122,514.6096189930877,514.6096189930877,406.0516667,0.0,0.0,0.0,0.0,9750.0
2025-02-01,7,01:00,01:10,0.4311,436.7501833,522.6053070889345,555.1443272816216,519.0982931004178,519.0982931004178,436.7501833,0.0,0.0,0.0,0.0,9750.0
2025-02-01,8,01:10,01:20,0.4302,451.7976833,525.7146838384593,557.856456939708,522.5430482000473,522.5430482000473,451.7976833,0.0,0.0,0.0,0.0,9750.0
2025-02-01,9,01:20,01:30,0.4279,446.08,510.3600221480882,572.274533037299,893.1701897146154,893.1701897146154,779.4133333333333,0.0,333.3333333333333,0.0,0.0,10050.0
2025-02-01,10,01:30,01:40,0.4312,471.7663333,524.2071014831281,574.4469056756282,582.6949348331281,582.6949348331281,471.7663333,0.0,0.0,0.0,0.0,10050.0
2025-02-01,11,01:40,01:50,0.4333,448.0259667,530.5531829638222,569.4243850688222,565.6858413638223,565.6858413638223,448.0259667,0.0,0.0,0.0,0.0,10050.0
2025-02-01,12,01:50,02:00,0.4311,397.4033333,535.3195827689058,575.2029289224756,526.2834950123636,526.2834950123636,397.4033333,0.0,0.0,0.0,0.0,10050.0
2025-02-01,13,02:00,02:10,0.4293,434.0906333,532.7300323754162,562.3504714692378,577.2741073754162,577.2741073754162,434.0906333,0.0,0.0,0.0,0.0,10050.0
2025-02-01,14,02:10,02:20,0.4324,490.5609167,538.1396860348927,572.8960297494156,577.7146193348926,577.7146193348926,490.5609167,0.0,0.0,0.0,0.0,10050.0
2025-02-01,15,02:20,02:30,0.4367,503.22,543.5219772456473,565.3368026136113,524.7319772456473,524.7319772456473,503.22,0.0,0.0,0.0,0.0,10050.0
2025-02-01,16,02:30,02:40,0.4348,474.0728167,544.9932227715459,573.9347376848967,555.9069540124655,555.9069540124655,474.0728167,0.0,0.0,0.0,0.0,10050.0
2025-02-01,17,02:40,02:50,0.4335,461.3844,548.2705168835355,605.1149885211023,585.8328668835354,585.8328668835354,461.3844,0.0,0.0,0.0,0.0,10050.0
2025-02-01,18,02:50,03:00,0.4357,476.9416667,558.8367485941842,612.3088698200097,586.7082840314455,586.7082840314455,476.9416667,0.0,0.0,0.0,0.0,10050.0
2025-02-01,19,03:00,03:10,0.4374,483.39955,555.1139613296108,585.9719986372126,553.1636012707589,553.1636012707589,483.39955,0.0,0.0,0.0,0.0,10050.0
2025-02-01,20,03:10,03:20,0.4371,486.6019167,557.5901494834895,590.3522030508132,563.1351411334896,563.1351411334896,486.6019167,0.0,0.0,0.0,0.0,10050.0
2025-02-01,21,03:20,03:30,0.4356,498.8483333,562.047412226385,605.9959792401828,588.190745576385,588.190745576385,498.8483333,0.0,0.0,0.0,0.0,10050.0
2025-02-01,22,03:30,03:40,0.4353,518.3097333,552.3864759377982,602.763793246512,609.7092926377982,609.7092926377982,518.3097333,0.0,0.0,0.0,0.0,10050.0
2025-02-01,23,03:40,03:50,0.436,509.1334667,561.0486055847376,609.2652832030311,625.1271556347376,625.1271556347376,509.1334667,0.0,0.0,0.0,0.0,10050.0
2025-02-01,24,03:50,04:00,0.4378,483.6166667,579.2503112642125,627.4137389318906,615.0938870375008,615.0938870375008,483.6166667,0.0,0.0,0.0,0.0,10050.0
2025-02-01,25,04:00,04:10,0.4401,491.1868,571.4814565254459,605.2958494719171,621.6725148754459,621.6725148754459,491.1868,0.0,0.0,0.0,0.0,10050.0
2025-02-01,26,04:10,04:20,0.4389,504.6452833,565.3802879040772,597.4371151499931,590.0986820645586,590.0986820645586,504.6452833,0.0,0.0,0.0,0.0,10050.0
2025-02-01,27,04:20,04:30,0.4364,505.5783333,573.5890661848858,630.1323691407447,609.9863896103413,609.9863896103413,505.5783333,0.0,0.0,0.0,0.0,10050.0
2025-02-01,28,04:30,04:40,0.4393,503.2309667,587.354763716689,630.3303693028226,603.7796387166891,603.7796387166891,503.2309667,0.0,0.0,0.0,0.0,10050.0
2025-02-01,29,04:40,04:50,0.4422,502.84674996666666,585.2634738640131,653.6369167209624,615.987148814013,615.987148814013,502.84674996666666,0.0,0.0,0.0,0.0,10050.0
2025-02-01,30,04:50,05:00,0.4395,499.6416667,588.3769613121211,632.7708769443486,580.2144612621212,580.2144612621212,499.6416667,0.0,0.0,0.0,0.0,10050.0
2025-02-01,31,05:00,05:10,0.4333,488.7835833,589.6461032292253,616.9449261218141,606.1641897244222,606.1641897244222,488.7835833,0.0,0.0,0.0,0.0,10050.0
2025-02-01,32,05:10,05:20,0.4439,498.515433333333,598.9929040084257,654.4279426254844,645.4206316587675,645.4206316587675,498.515433333333,0.0,0.0,0.0,0.0,10050.0
2025-02-01,33,05:20,05:30,0.4301,529.2233333,593.0167707005287,633.7376848133002,644.2434374005287,644.2434374005287,529.2233333,0.0,0.0,0.0,0.0,10050.0
2025-02-01,34,05:30,05:40,0.3713,547.4103167,598.3380691678931,630.8361131511549,1448.0714691512262,1448.0714691512262,1380.7436500333333,0.0,833.3333333333333,0.0,0.0,10800.0
2025-02-01,35,05:40,05:50,0.5708,531.18116666667,613.5808537781079,666.8026105174864,667.6985787781078,667.6985787781078,531.18116666667,0.0,0.0,0.0,0.0,10800.0
2025-02-01,36,05:50,06:00,0.9099,510.9833333,638.8509931107076,686.2147692575004,197.59910182294425,197.59910182294425,21.026442012236657,0.0,0.0,489.95689128776337,0.0,10255.603454124708
2025-02-01,37,06:00,06:10,0.9368,535.1871833,648.623356211974,666.7037062119741,176.4669729782397,176.4669729782397,48.8543667996056,0.0,0.0,486.3328165003944,0.0,9715.23365801316
