date,plan_energy_kwh,used_plan_energy_kwh,emergency_energy_kwh,charge_energy_kwh,discharge_energy_kwh,curtail_energy_kwh,storage_start_kwh,storage_end_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,forecast_mae_kwh,max_balance_residual_kwh,gate_count,control_projection_kwh
2025-02-01,60357.16382336294,43465.043927899605,0.0,18398.352773663373,14902.665746667335,5591.180968303599,6000.0,6000.000000000001,29612.334999967377,0.0,0.0,29612.334999967377,133.1832774430485,1.1368683772161603e-13,0,197.4759448491739
2025-02-02,95453.58931502892,82495.28327867626,17.990374427464758,21878.92473544083,17721.92903570707,0.0,6000.000000000001,6000.0,68229.77817516713,0.0,92.23123460433199,68322.00940977146,65.42936132831139,1.1368683772161603e-13,0,35.565139679884425
2025-02-03,93652.07000196709,84413.40577984185,36.48915624797985,22278.83388487638,18045.855446749872,0.0,6000.0,6000.000000000002,67621.02200458577,0.0,92.49671053635245,67713.51871512212,42.37877302833699,1.1368683772161603e-13,0,0.0
2025-02-04,93249.90239330014,85311.353442957,126.84384067633042,22333.33333333333,18090.000000000004,0.0,6000.000000000002,6000.0,67770.57846359293,0.0,466.02367609531666,68236.60213968824,36.49606098825404,1.1368683772161603e-13,0,0.0
2025-02-05,93787.09855054169,85026.29398222323,145.43459776758885,23269.73209239221,18848.482994837694,2.052500000000009,6000.0,6000.000000000002,68073.94866492682,0.0,629.4541121444735,68703.4027770713,40.157487122419305,1.1368683772161603e-13,0,0.0
2025-02-06,94162.8365507827,84477.33418525933,173.85767764882735,23053.34025493593,18673.205606498108,0.0,6000.000000000002,6000.0,68050.49414366306,0.0,684.3748704789971,68734.86901414205,45.17804346759811,1.1368683772161603e-13,0,2.2737367544323206e-13
2025-02-07,61171.231532199716,42621.32586274219,0.0,20219.373733719156,16377.692724312514,6973.965186295218,6000.0,6000.0,29921.133377595637,0.0,0.0,29921.133377595637,154.0230386347977,1.1368683772161603e-13,0,106.110304303096
2025-02-08,60585.58249394633,41571.57326969493,0.0,18822.734737549523,15246.415137415119,6418.090952623819,6000.0,6000.000000000002,29588.309321564877,0.0,0.0,29588.309321564877,153.53657909189837,5.684341886080802e-14,0,328.4060780612245
2025-02-09,92393.52546426022,83420.67475619074,246.7713155452591,21642.263705996433,17530.233601857115,0.0,6000.000000000002,6000.0,66389.64930980526,0.0,1116.8777297787456,67506.527039584,42.31376418253191,1.1368683772161603e-13,0,3.524291969370097e-12
2025-02-10,91511.82258575305,78604.46338743396,157.34903614925827,22672.866269578728,18365.021678358768,127.33024999999975,6000.0,6000.0,63663.30829394225,0.0,725.9878089917142,64389.296102933964,70.00237180423063,1.1368683772161603e-13,0,45.621380968038096
2025-02-11,91028.0351119901,79386.22682797076,136.1596068829872,21788.063173124996,17648.33117023125,162.05729900000017,6000.0,6000.0,63980.33125629526,0.0,666.0381755521502,64646.369431847415,58.87329492431387,1.1368683772161603e-13,0,4.320099833421409e-12
2025-02-12,91064.15265289242,79375.98827081849,91.40074767011834,21798.386584834756,17656.69313371615,58.959433999999874,6000.0,6000.0,63856.4063939669,0.0,535.542413123246,64391.94880709014,58.344247475379966,1.1368683772161603e-13,0,2.8421709430404007e-13
2025-02-13,90896.20819827258,75629.40617808992,66.91169824654253,21698.134347034225,17575.488821097722,244.19333400000005,6000.0,6000.0,62781.50791361608,0.0,275.33693057513915,63056.84484419122,84.56655577796015,1.1368683772161603e-13,0,30.724579881328197
2025-02-14,60772.83409209619,41031.663999876444,0.0,18225.04175584181,14746.79446886903,7751.6148962336965,6000.0,6017.210392625372,29493.30864631515,0.0,0.0,29493.30864631515,165.2560029214707,1.1368683772161603e-13,0,506.41001118679515
2025-02-15,59912.74082110577,40945.83823598956,0.0,18447.007823435757,14937.733162934946,8156.4724766921045,6017.210392625372,6022.036141567613,29697.30606574039,0.0,0.0,29697.30606574039,164.42880102689847,1.1368683772161603e-13,0,503.58226106844637
2025-02-16,88609.60383182643,79223.88424340048,237.95206727080517,21440.792479187054,17386.874435552367,30.539167000000134,6022.036141567613,6000.000000000002,62299.5254355352,0.0,1084.1618696757296,63383.68730521093,46.80030937537127,1.1368683772161603e-13,0,0.0
2025-02-17,87235.75113004372,75539.45502342914,231.34728449821546,21608.024684880682,17502.49999475335,481.4144500000002,6000.000000000002,6000.0,60389.33167955885,0.0,1075.4110170443214,61464.74269660317,64.71493912893075,1.1368683772161603e-13,0,0.0
2025-02-18,86805.51450730863,76294.6217383119,98.9939694673318,21998.7183798924,17818.961887712845,122.47143400000004,6000.0,6000.000000000002,59417.42184794062,0.0,448.5030263462754,59865.924874286895,52.412386474924716,1.1368683772161603e-13,0,17.09652216378305
2025-02-19,87452.83511017136,76933.03848139042,328.7925766807565,22185.58136553258,17970.32090608139,167.24321600000007,6000.000000000002,6000.0,59843.81161265567,0.0,1068.3665916119253,60912.1782042676,56.45354356051397,1.1368683772161603e-13,0,0.0
2025-02-20,87506.45164726059,75479.47054184489,101.70938088403727,22085.430020327873,17889.19831646558,391.8144840000002,6000.0,6000.0,60470.97746506077,0.0,426.4765540419962,60897.45401910277,65.0804483872798,1.1368683772161603e-13,0,3.183231456205249e-12
2025-02-21,60602.72571035393,38605.13676310143,0.0,19016.947774262273,15286.935273767751,9314.862230330207,6000.0,6129.769359316329,29230.050996002858,0.0,0.0,29230.050996002858,193.9105617296199,1.1368683772161603e-13,0,760.4592095933988
2025-02-22,59481.3400942147,38723.02083065767,0.0,18916.417990364345,15415.648477127545,7377.4884327241325,6129.769359316329,6026.04724272475,29495.62028430576,0.0,0.0,29495.62028430576,171.36919677485145,1.1368683772161603e-13,0,677.4768708893419
2025-02-23,86355.52873391,76027.03098540785,129.91961073167818,22033.61052700929,17870.6670453298,462.1534330000004,6026.04724272475,6000.000000000001,59511.710425862344,0.0,526.748261843996,60038.45868770634,56.86421209198146,1.1368683772161603e-13,0,0.0
2025-02-24,84374.66285544776,72913.58615546543,173.2118873119067,20675.60523619301,16747.240241316336,955.399432,6000.000000000001,6000.0,57642.65562603115,0.0,752.4136442190014,58395.06927025015,65.95102678942663,1.1368683772161603e-13,0,5.684341886080801e-13
2025-02-25,83891.67639129395,71084.14366603536,226.50515301368637,21386.288434470174,17322.893631920844,1425.9307839999994,6000.0,6000.0,56023.6985752686,0.0,1007.9777236430405,57031.67629891164,80.28771200666728,1.1368683772161603e-13,0,1.8189894035458565e-12
