date,interval_index,interval_start,interval_end,price_yuan_per_kwh,actual_net_load_kwh,forecast_center_kwh,forecast_risk_kwh,original_plan_kwh,accepted_plan_kwh,used_plan_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtail_kwh,storage_kwh
2025-02-01,1,00:00,00:10,0.424800,422.030367,499.958491,534.457805,1367.791138,1367.791138,1255.363700,0.000000,833.333333,0.000000,0.000000,6750.000000
2025-02-01,2,00:10,00:20,0.424500,415.407317,504.514384,534.991146,1368.324480,1368.324480,1248.740650,0.000000,833.333333,0.000000,0.000000,7500.000000
2025-02-01,3,00:20,00:30,0.426900,410.716667,509.994250,538.227522,1371.560855,1371.560855,1244.050000,0.000000,833.333333,0.000000,0.000000,8250.000000
2025-02-01,4,00:30,00:40,0.427200,430.294800,505.856670,533.299434,1366.632768,1366.632768,1263.628133,0.000000,833.333333,0.000000,0.000000,9000.000000
2025-02-01,5,00:40,00:50,0.427100,424.410583,510.958430,549.804243,1383.137576,1383.137576,1257.743917,0.000000,833.333333,0.000000,0.000000,9750.000000
2025-02-01,6,00:50,01:00,0.428500,406.051667,518.118750,547.972991,547.972991,547.972991,547.972991,0.000000,141.921324,0.000000,0.000000,9877.729191
2025-02-01,7,01:00,01:10,0.431100,436.750183,535.724345,572.701597,572.701597,572.701597,572.701597,0.000000,135.951413,0.000000,0.000000,10000.085464
2025-02-01,8,01:10,01:20,0.430200,451.797683,541.084620,568.647342,568.647342,568.647342,568.647342,0.000000,116.849659,0.000000,0.000000,10105.250156
2025-02-01,9,01:20,01:30,0.427900,446.080000,522.841167,548.717226,882.050560,882.050560,882.050560,0.000000,435.970560,0.000000,0.000000,10497.623660
2025-02-01,10,01:30,01:40,0.431200,471.766333,536.647667,568.803702,568.803702,568.803702,568.803702,0.000000,97.037369,0.000000,0.000000,10584.957292
2025-02-01,11,01:40,01:50,0.433300,448.025967,546.125622,577.366581,577.366581,577.366581,577.366581,0.000000,129.340615,0.000000,0.000000,10701.363846
2025-02-01,12,01:50,02:00,0.431100,397.403333,546.435292,596.294644,596.294644,596.294644,506.999060,0.000000,109.595727,0.000000,0.000000,10800.000000
2025-02-01,13,02:00,02:10,0.429300,434.090633,547.551820,587.745181,587.745181,587.745181,434.090633,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,14,02:10,02:20,0.432400,490.560917,554.583945,594.914542,594.914542,594.914542,490.560917,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,15,02:20,02:30,0.436700,503.220000,557.726375,594.165862,594.165862,594.165862,503.220000,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,16,02:30,02:40,0.434800,474.072817,557.924173,590.635855,590.635855,590.635855,474.072817,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,17,02:40,02:50,0.433500,461.384400,560.110842,596.144884,596.144884,596.144884,461.384400,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,18,02:50,03:00,0.435700,476.941667,568.223792,607.423045,607.423045,607.423045,476.941667,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,19,03:00,03:10,0.437400,483.399550,568.414272,598.855988,598.855988,598.855988,483.399550,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,20,03:10,03:20,0.437100,486.601917,573.967917,604.358624,604.358624,604.358624,486.601917,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,21,03:20,03:30,0.435600,498.848333,577.904375,617.516032,617.516032,617.516032,498.848333,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,22,03:30,03:40,0.435300,518.309733,568.267633,599.817829,599.817829,599.817829,518.309733,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,23,03:40,03:50,0.436000,509.133467,573.345364,609.823068,609.823068,609.823068,509.133467,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,24,03:50,04:00,0.437800,483.616667,589.569000,626.992248,626.992248,626.992248,483.616667,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,25,04:00,04:10,0.440100,491.186800,586.483335,607.606338,607.606338,607.606338,491.186800,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,26,04:10,04:20,0.438900,504.645283,577.353978,608.299577,608.299577,608.299577,504.645283,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,27,04:20,04:30,0.436400,505.578333,585.197667,621.658725,621.658725,621.658725,505.578333,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,28,04:30,04:40,0.439300,503.230967,594.691684,624.709699,624.709699,624.709699,503.230967,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,29,04:40,04:50,0.442200,502.846750,595.972739,636.983026,636.983026,636.983026,502.846750,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,30,04:50,05:00,0.439500,499.641667,601.231417,636.432418,636.432418,636.432418,499.641667,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,31,05:00,05:10,0.433300,488.783583,603.145129,632.668052,632.668052,632.668052,488.783583,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,32,05:10,05:20,0.443900,498.515433,611.852127,639.075620,639.075620,639.075620,498.515433,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,33,05:20,05:30,0.430100,529.223333,605.826375,639.664363,639.664363,639.664363,529.223333,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,34,05:30,05:40,0.371300,547.410317,606.616600,632.523618,1465.856951,1465.856951,547.410317,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,35,05:40,05:50,0.570800,531.181167,626.545672,672.647756,672.647756,672.647756,531.181167,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,36,05:50,06:00,0.909900,510.983333,668.472958,716.859553,0.000000,0.000000,0.000000,0.000000,0.000000,510.983333,0.000000,10232.240741
2025-02-01,37,06:00,06:10,0.936800,535.187183,669.498612,716.046567,0.000000,0.000000,0.000000,0.000000,0.000000,535.187183,0.000000,9637.588315
2025-02-01,38,06:10,06:20,0.875800,533.355333,656.147261,709.054330,0.000000,0.000000,0.000000,0.000000,0.000000,533.355333,0.000000,9044.971278
2025-02-01,39,06:20,06:30,0.875900,504.520000,642.079950,703.806294,0.000000,0.000000,0.000000,0.000000,0.000000,504.520000,0.000000,8484.393500
2025-02-01,40,06:30,06:40,0.860100,519.553683,636.948336,692.849892,0.000000,0.000000,0.000000,0.000000,0.000000,519.553683,0.000000,7907.111630
2025-02-01,41,06:40,06:50,0.844200,551.480083,653.234990,697.767391,0.000000,0.000000,0.000000,0.000000,0.000000,551.480083,0.000000,7294.355982
2025-02-01,42,06:50,07:00,0.833400,552.041667,670.540817,704.484688,525.252033,525.252033,525.252033,0.000000,0.000000,26.789633,0.000000,7264.589722
2025-02-01,43,07:00,07:10,0.809200,514.558050,627.779396,681.774212,681.774212,681.774212,681.774212,0.000000,167.216162,0.000000,0.000000,7415.084268
2025-02-01,44,07:10,07:20,0.797200,447.908550,585.833299,639.885828,639.885828,639.885828,639.885828,0.000000,191.977278,0.000000,0.000000,7587.863818
2025-02-01,45,07:20,07:30,0.764400,389.424167,528.209275,575.378359,575.378359,575.378359,575.378359,0.000000,185.954192,0.000000,0.000000,7755.222592
2025-02-01,46,07:30,07:40,0.689900,377.653750,466.659813,527.371482,527.371482,527.371482,527.371482,0.000000,149.717732,0.000000,0.000000,7889.968550
2025-02-01,47,07:40,07:50,0.860000,361.161350,461.428352,524.386701,0.000000,0.000000,0.000000,0.000000,0.000000,361.161350,0.000000,7488.678161
2025-02-01,48,07:50,08:00,1.161700,299.922917,493.607192,550.796583,0.000000,0.000000,0.000000,0.000000,0.000000,299.922917,0.000000,7155.430476
2025-02-01,49,08:00,08:10,1.168300,202.226233,445.893333,498.548683,0.000000,0.000000,0.000000,0.000000,0.000000,202.226233,0.000000,6930.734661
2025-02-01,50,08:10,08:20,1.095600,129.792600,389.817382,441.853314,0.000000,0.000000,0.000000,0.000000,0.000000,129.792600,0.000000,6786.520661
