date,interval_index,interval_start,interval_end,price_yuan_per_kwh,actual_net_load_kwh,forecast_center_kwh,forecast_risk_kwh,original_plan_kwh,accepted_plan_kwh,used_plan_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtail_kwh,storage_kwh
2025-02-01,1,00:00,00:10,0.328100,422.030367,499.958491,534.457805,534.457805,534.457805,534.457805,0.000000,112.427438,0.000000,0.000000,6101.184694
2025-02-01,2,00:10,00:20,0.325700,415.407317,504.514384,534.991146,868.324480,868.324480,868.324480,0.000000,452.917163,0.000000,0.000000,6508.810141
2025-02-01,3,00:20,00:30,0.304100,410.716667,509.994250,538.227522,1371.560855,1371.560855,1244.050000,0.000000,833.333333,0.000000,0.000000,7258.810141
2025-02-01,4,00:30,00:40,0.312600,430.294800,505.856670,533.299434,1366.632768,1366.632768,1263.628133,0.000000,833.333333,0.000000,0.000000,8008.810141
2025-02-01,5,00:40,00:50,0.328600,424.410583,510.958430,549.804243,549.804243,549.804243,549.804243,0.000000,125.393660,0.000000,0.000000,8121.664435
2025-02-01,6,00:50,01:00,0.343800,406.051667,518.118750,547.972991,547.972991,547.972991,547.972991,0.000000,141.921324,0.000000,0.000000,8249.393626
2025-02-01,7,01:00,01:10,0.370400,436.750183,535.724345,572.701597,572.701597,572.701597,572.701597,0.000000,135.951413,0.000000,0.000000,8371.749898
2025-02-01,8,01:10,01:20,0.374600,451.797683,541.084620,568.647342,568.647342,568.647342,568.647342,0.000000,116.849659,0.000000,0.000000,8476.914591
2025-02-01,9,01:20,01:30,0.360600,446.080000,522.841167,548.717226,548.717226,548.717226,548.717226,0.000000,102.637226,0.000000,0.000000,8569.288095
2025-02-01,10,01:30,01:40,0.358200,471.766333,536.647667,568.803702,568.803702,568.803702,568.803702,0.000000,97.037369,0.000000,0.000000,8656.621727
2025-02-01,11,01:40,01:50,0.304100,448.025967,546.125622,577.366581,1410.699915,1410.699915,1281.359300,0.000000,833.333333,0.000000,0.000000,9406.621727
2025-02-01,12,01:50,02:00,0.253700,397.403333,546.435292,596.294644,1429.627978,1429.627978,1230.736667,0.000000,833.333333,0.000000,0.000000,10156.621727
2025-02-01,13,02:00,02:10,0.334600,434.090633,547.551820,587.745181,587.745181,587.745181,587.745181,0.000000,153.654548,0.000000,0.000000,10294.910821
2025-02-01,14,02:10,02:20,0.397100,490.560917,554.583945,594.914542,594.914542,594.914542,594.914542,0.000000,104.353625,0.000000,0.000000,10388.829083
2025-02-01,15,02:20,02:30,0.367000,503.220000,557.726375,594.165862,594.165862,594.165862,594.165862,0.000000,90.945862,0.000000,0.000000,10470.680359
2025-02-01,16,02:30,02:40,0.318500,474.072817,557.924173,590.635855,1423.969188,1423.969188,839.983529,0.000000,365.910712,0.000000,0.000000,10800.000000
2025-02-01,17,02:40,02:50,0.328500,461.384400,560.110842,596.144884,596.144884,596.144884,461.384400,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,18,02:50,03:00,0.377200,476.941667,568.223792,607.423045,607.423045,607.423045,476.941667,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,19,03:00,03:10,0.381500,483.399550,568.414272,598.855988,598.855988,598.855988,483.399550,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,20,03:10,03:20,0.382200,486.601917,573.967917,604.358624,604.358624,604.358624,486.601917,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,21,03:20,03:30,0.396200,498.848333,577.904375,617.516032,617.516032,617.516032,498.848333,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,22,03:30,03:40,0.387900,518.309733,568.267633,599.817829,599.817829,599.817829,518.309733,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,23,03:40,03:50,0.340500,509.133467,573.345364,609.823068,609.823068,609.823068,509.133467,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,24,03:50,04:00,0.316400,483.616667,589.569000,626.992248,1460.325581,1460.325581,483.616667,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,25,04:00,04:10,0.391600,491.186800,586.483335,607.606338,607.606338,607.606338,491.186800,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,26,04:10,04:20,0.410900,504.645283,577.353978,608.299577,608.299577,608.299577,504.645283,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,27,04:20,04:30,0.361000,505.578333,585.197667,621.658725,621.658725,621.658725,505.578333,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,28,04:30,04:40,0.379900,503.230967,594.691684,624.709699,624.709699,624.709699,503.230967,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,29,04:40,04:50,0.409400,502.846750,595.972739,636.983026,636.983026,636.983026,502.846750,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,30,04:50,05:00,0.405200,499.641667,601.231417,636.432418,636.432418,636.432418,499.641667,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,31,05:00,05:10,0.389600,488.783583,603.145129,632.668052,632.668052,632.668052,488.783583,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,32,05:10,05:20,0.390800,498.515433,611.852127,639.075620,639.075620,639.075620,498.515433,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,33,05:20,05:30,0.382100,529.223333,605.826375,639.664363,639.664363,639.664363,529.223333,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,34,05:30,05:40,0.347500,547.410317,606.616600,632.523618,632.523618,632.523618,547.410317,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,35,05:40,05:50,0.518200,531.181167,626.545672,672.647756,672.647756,672.647756,531.181167,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,36,05:50,06:00,0.810200,510.983333,668.472958,716.859553,450.255887,450.255887,450.255887,0.000000,0.000000,60.727447,0.000000,10732.525059
2025-02-01,37,06:00,06:10,0.875600,535.187183,669.498612,716.046567,0.000000,0.000000,0.000000,0.000000,0.000000,535.187183,0.000000,10137.872633
2025-02-01,38,06:10,06:20,0.818000,533.355333,656.147261,709.054330,0.000000,0.000000,0.000000,0.000000,0.000000,533.355333,0.000000,9545.255596
2025-02-01,39,06:20,06:30,0.770800,504.520000,642.079950,703.806294,703.806294,703.806294,703.806294,0.000000,199.286294,0.000000,0.000000,9724.613261
2025-02-01,40,06:30,06:40,0.771500,519.553683,636.948336,692.849892,692.849892,692.849892,692.849892,0.000000,173.296209,0.000000,0.000000,9880.579850
2025-02-01,41,06:40,06:50,0.818100,551.480083,653.234990,697.767391,0.000000,0.000000,0.000000,0.000000,0.000000,551.480083,0.000000,9267.824201
2025-02-01,42,06:50,07:00,0.867800,552.041667,670.540817,704.484688,0.000000,0.000000,0.000000,0.000000,0.000000,552.041667,0.000000,8654.444572
2025-02-01,43,07:00,07:10,0.864000,514.558050,627.779396,681.774212,0.000000,0.000000,0.000000,0.000000,0.000000,514.558050,0.000000,8082.713405
2025-02-01,44,07:10,07:20,0.823700,447.908550,585.833299,639.885828,0.000000,0.000000,0.000000,0.000000,0.000000,447.908550,0.000000,7585.037238
2025-02-01,45,07:20,07:30,0.765400,389.424167,528.209275,575.378359,575.378359,575.378359,575.378359,0.000000,185.954192,0.000000,0.000000,7752.396012
2025-02-01,46,07:30,07:40,0.725800,377.653750,466.659813,527.371482,527.371482,527.371482,527.371482,0.000000,149.717732,0.000000,0.000000,7887.141970
2025-02-01,47,07:40,07:50,0.869700,361.161350,461.428352,524.386701,0.000000,0.000000,0.000000,0.000000,0.000000,361.161350,0.000000,7485.851581
2025-02-01,48,07:50,08:00,1.078300,299.922917,493.607192,550.796583,0.000000,0.000000,0.000000,0.000000,0.000000,299.922917,0.000000,7152.603896
2025-02-01,49,08:00,08:10,1.044800,202.226233,445.893333,498.548683,0.000000,0.000000,0.000000,0.000000,0.000000,202.226233,0.000000,6927.908081
2025-02-01,50,08:10,08:20,0.966700,129.792600,389.817382,441.853314,0.000000,0.000000,0.000000,0.000000,0.000000,129.792600,0.000000,6783.694081
2025-02-01,51,08:20,08:30,0.942900,86.284583,348.246417,419.476183,0.000000,0.000000,0.000000,0.000000,0.000000,86.284583,0.000000,6687.822322
2025-02-01,52,08:30,08:40,0.893000,35.969150,297.175530,367.565257,0.000000,0.000000,0.000000,0.000000,0.000000,35.969150,0.000000,6647.856600
2025-02-01,53,08:40,08:50,0.926600,62.453933,263.679152,343.434549,0.000000,0.000000,0.000000,0.000000,0.000000,62.453933,0.000000,6578.463340
2025-02-01,54,08:50,09:00,0.999500,115.176667,249.776058,310.025842,0.000000,0.000000,0.000000,0.000000,0.000000,115.176667,0.000000,6450.489266
2025-02-01,55,09:00,09:10,0.941500,45.824117,213.537917,269.562019,0.000000,0.000000,0.000000,0.000000,0.000000,45.824117,0.000000,6399.573581
2025-02-01,56,09:10,09:20,0.882500,-31.360500,150.789353,196.569243,0.000000,0.000000,0.000000,0.000000,31.360500,0.000000,0.000000,6427.798031
2025-02-01,57,09:20,09:30,0.892900,-61.700833,84.319750,155.287772,0.000000,0.000000,0.000000,0.000000,61.700833,0.000000,0.000000,6483.328781
2025-02-01,58,09:30,09:40,0.905900,-105.108117,32.652722,102.462827,0.000000,0.000000,0.000000,0.000000,105.108117,0.000000,0.000000,6577.926086
2025-02-01,59,09:40,09:50,0.858100,-170.197250,-19.647658,44.414344,0.000000,0.000000,0.000000,0.000000,170.197250,0.000000,0.000000,6731.103611
2025-02-01,60,09:50,10:00,0.808400,-215.430417,-76.786600,-12.163273,0.000000,0.000000,0.000000,0.000000,215.430417,0.000000,0.000000,6924.990986
2025-02-01,61,10:00,10:10,0.860500,-200.417633,-131.864215,-83.344346,0.000000,0.000000,0.000000,0.000000,200.417633,0.000000,0.000000,7105.366856
2025-02-01,62,10:10,10:20,0.829200,-226.920183,-157.425483,-116.962377,0.000000,0.000000,0.000000,0.000000,226.920183,0.000000,0.000000,7309.595021
2025-02-01,63,10:20,10:30,0.744600,-292.225417,-187.252017,-150.793303,0.000000,0.000000,0.000000,0.000000,292.225417,0.000000,0.000000,7572.597896
2025-02-01,64,10:30,10:40,0.798200,-301.087733,-228.627111,-183.467477,0.000000,0.000000,0.000000,0.000000,301.087733,0.000000,0.000000,7843.576856
2025-02-01,65,10:40,10:50,0.691700,-343.217400,-271.272023,-214.602221,0.000000,0.000000,0.000000,0.000000,343.217400,0.000000,0.000000,8152.472516
2025-02-01,66,10:50,11:00,0.438000,-407.350000,-304.900892,-230.479914,602.853419,602.853419,425.983333,0.000000,833.333333,0.000000,0.000000,8902.472516
2025-02-01,67,11:00,11:10,0.367100,-388.483467,-290.368923,-203.694779,629.638555,629.638555,444.849866,0.000000,833.333333,0.000000,0.000000,9652.472516
2025-02-01,68,11:10,11:20,0.341900,-395.240066,-284.126453,-191.894088,641.439245,641.439245,438.093267,0.000000,833.333333,0.000000,0.000000,10402.472516
2025-02-01,69,11:20,11:30,0.308000,-444.527500,-296.386842,-176.480768,656.852565,656.852565,0.000000,0.000000,441.697204,0.000000,2.830296,10800.000000
2025-02-01,70,11:30,11:40,0.356300,-444.107100,-264.892712,-182.248287,651.085046,651.085046,0.000000,0.000000,0.000000,0.000000,444.107100,10800.000000
2025-02-01,71,11:40,11:50,0.349900,-448.267334,-265.524936,-191.909100,641.424233,641.424233,0.000000,0.000000,0.000000,0.000000,448.267334,10800.000000
2025-02-01,72,11:50,12:00,0.297900,-460.622917,-283.344375,-160.891904,672.441430,672.441430,0.000000,0.000000,0.000000,0.000000,460.622917,10800.000000
2025-02-01,73,12:00,12:10,0.352800,-428.641817,-281.644098,-182.475162,650.858171,650.858171,0.000000,0.000000,0.000000,0.000000,428.641817,10800.000000
2025-02-01,74,12:10,12:20,0.421400,-426.387267,-263.558779,-185.695294,647.638040,647.638040,0.000000,0.000000,0.000000,0.000000,426.387267,10800.000000
2025-02-01,75,12:20,12:30,0.407700,-458.390833,-238.681983,-128.161322,705.172011,705.172011,0.000000,0.000000,0.000000,0.000000,458.390833,10800.000000
2025-02-01,76,12:30,12:40,0.335900,-450.983600,-230.177247,-110.295842,723.037491,723.037491,0.000000,0.000000,0.000000,0.000000,450.983600,10800.000000
2025-02-01,77,12:40,12:50,0.454100,-425.654383,-205.035565,-81.108608,583.826296,583.826296,0.000000,0.000000,0.000000,0.000000,425.654383,10800.000000
2025-02-01,78,12:50,13:00,0.688400,-413.543333,-178.966675,-22.739618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,413.543333,10800.000000
2025-02-01,79,13:00,13:10,0.716800,-421.648684,-146.363351,-21.606582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,421.648684,10800.000000
2025-02-01,80,13:10,13:20,0.719400,-422.724433,-128.152269,-29.385899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,422.724433,10800.000000
2025-02-01,81,13:20,13:30,0.737500,-410.267917,-111.390617,13.862911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,410.267917,10800.000000
2025-02-01,82,13:30,13:40,0.641300,-392.475717,-75.193725,60.382897,60.382897,60.382897,0.000000,0.000000,0.000000,0.000000,392.475717,10800.000000
2025-02-01,83,13:40,13:50,0.676100,-323.707133,-40.487861,99.481171,99.481171,99.481171,0.000000,0.000000,0.000000,0.000000,323.707133,10800.000000
2025-02-01,84,13:50,14:00,0.822500,-233.542500,-19.588975,117.108418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,233.542500,10800.000000
2025-02-01,85,14:00,14:10,0.811100,-202.900033,17.014180,151.718855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,202.900033,10800.000000
2025-02-01,86,14:10,14:20,0.806100,-166.268817,50.062645,177.865145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,166.268817,10800.000000
2025-02-01,87,14:20,14:30,0.872700,-116.588333,90.586417,204.611159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.588333,10800.000000
2025-02-01,88,14:30,14:40,0.871700,-112.444317,144.630585,277.612915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,112.444317,10800.000000
2025-02-01,89,14:40,14:50,0.705400,-93.767233,194.745315,352.359210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,93.767233,10800.000000
2025-02-01,90,14:50,15:00,0.514700,-35.801667,230.186392,376.222741,1209.556075,1209.556075,0.000000,0.000000,0.000000,0.000000,35.801667,10800.000000
2025-02-01,91,15:00,15:10,0.557500,28.429150,285.864620,402.840727,1168.443952,1168.443952,28.429150,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,92,15:10,15:20,0.660600,97.934067,343.963672,439.199413,439.199413,439.199413,97.934067,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,93,15:20,15:30,0.688000,158.017500,386.051450,476.235333,476.235333,476.235333,158.017500,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,94,15:30,15:40,0.661700,183.160350,453.192388,540.362493,540.362493,540.362493,183.160350,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,95,15:40,15:50,0.646500,194.138050,505.343496,597.928723,597.928723,597.928723,194.138050,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,96,15:50,16:00,0.666700,219.818750,549.536633,637.487866,637.487866,637.487866,219.818750,0.000000,0.000000,0.000000,0.000000,10800.000000
2025-02-01,97,16:00,16:10,0.695600,272.908350,562.887039,637.126931,637.126931,637.126931,272.908350,0.000000,0.000000,0.000000,0.000000,10800.000000
